               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  66,           0.0092476,           0.0088525,                   0,             0.31057,             0.52174,             0.27578,              0.2278,             0.01469,            0.018008,                   0,            0.009571,            0.009571,            0.009571
                  67,            0.011469,           0.0088465,                   0,              0.1572,             0.73913,             0.16003,             0.12586,            0.015382,            0.026713,                   0,           0.0095644,           0.0095644,           0.0095644
                  68,           0.0095908,            0.008444,                   0,             0.20163,             0.43931,             0.19556,             0.16438,             0.01533,            0.018436,                   0,           0.0095578,           0.0095578,           0.0095578
                  69,           0.0079686,           0.0076896,                   0,               0.307,             0.52174,             0.24515,             0.20172,            0.015161,             0.01676,                   0,           0.0095512,           0.0095512,           0.0095512
                  70,            0.010724,           0.0078843,                   0,             0.35582,             0.52174,             0.31016,             0.28186,            0.014697,            0.015602,                   0,           0.0095446,           0.0095446,           0.0095446
                  71,            0.010499,           0.0079881,                   0,             0.23121,             0.30435,             0.22235,             0.18016,            0.017973,            0.021392,                   0,            0.009538,            0.009538,            0.009538
                  72,           0.0081368,           0.0075744,                   0,             0.27976,             0.26087,             0.27729,             0.22627,            0.017791,             0.01997,                   0,           0.0095314,           0.0095314,           0.0095314
                  73,           0.0084929,           0.0072942,                   0,              0.2428,             0.47826,             0.21416,             0.17026,            0.013779,            0.018552,                   0,           0.0095248,           0.0095248,           0.0095248
                  74,           0.0095708,           0.0068616,                   0,             0.20031,             0.65217,             0.19614,             0.16573,            0.013608,            0.018351,                   0,           0.0095182,           0.0095182,           0.0095182
                  75,           0.0091924,           0.0065226,                   0,             0.26383,             0.52174,              0.2986,             0.24541,             0.01278,            0.018369,                   0,           0.0095116,           0.0095116,           0.0095116
                  76,           0.0079236,           0.0065083,                   0,             0.37253,             0.47826,             0.32049,             0.25994,            0.015794,            0.020093,                   0,            0.009505,            0.009505,            0.009505
                  77,           0.0091395,           0.0061916,                   0,             0.46998,              0.3913,             0.32618,             0.28844,            0.015455,            0.017501,                   0,           0.0094984,           0.0094984,           0.0094984
                  78,            0.010263,           0.0063164,                   0,             0.34599,             0.47826,             0.28651,             0.25056,            0.013806,            0.018593,                   0,           0.0094918,           0.0094918,           0.0094918
                  79,           0.0090093,           0.0069366,                   0,             0.26968,             0.56522,             0.21702,             0.16739,            0.017168,            0.020036,                   0,           0.0094852,           0.0094852,           0.0094852
                  80,            0.010825,           0.0067205,                   0,              0.3172,             0.52174,             0.26623,             0.22645,            0.015825,            0.020894,                   0,           0.0094786,           0.0094786,           0.0094786
                  81,           0.0081462,           0.0059585,                   0,             0.39895,              0.3913,             0.31474,             0.26378,             0.01787,            0.026555,                   0,            0.009472,            0.009472,            0.009472
                  82,           0.0079055,           0.0055562,                   0,             0.38809,             0.52174,             0.27856,             0.24395,             0.01387,            0.018366,                   0,           0.0094654,           0.0094654,           0.0094654
                  83,           0.0098082,            0.005512,                   0,             0.31291,             0.43478,             0.30762,              0.2673,             0.01617,              0.0184,                   0,           0.0094588,           0.0094588,           0.0094588
                  84,            0.010275,           0.0054018,                   0,             0.31087,             0.47089,             0.29001,             0.25368,            0.015633,            0.019208,                   0,           0.0094522,           0.0094522,           0.0094522
                  85,           0.0071706,           0.0052551,                   0,             0.44504,             0.30435,             0.27976,             0.25808,            0.016149,            0.018425,                   0,           0.0094456,           0.0094456,           0.0094456
